CiscoPN,Description,DeviceType,Fixed-Modular,Rackmount,Powers,P2,Fans,F2,Accessories,A2,A3,A4,A5,A6,Blank,B2,B3,Console,DIMS,Weight,ID,Other,images
WS-C3750X-48PF-S-WS,Catalyst 3750X 48 Port Full PoE IP Base,Switch,Modular,"C3KX-ACC-KIT, C3KX-RACK-KIT",C3KX-PWR-1100WAC,C3KX-PWR-440WDC,C3KX-FAN-23CFM,,,,,,,,C3KX-NM-BLANK,,,RJ45,17.5 x 19.5 x 1.75,16.7,660,AC OR DC option,
WS-C3750X-48P-L,Catalyst 3750X 48 Port PoE LAN Base,Switch,Modular,"C3KX-ACC-KIT, C3KX-RACK-KIT",C3KX-PWR-715WAC,C3KX-PWR-440WDC,C3KX-FAN-23CFM,,,,,,,,C3KX-NM-BLANK,,,RJ45,17.5 x 18 x 1.75,16.5,661,AC OR DC option,
WS-C3750X-48P-S,Catalyst 3750X 48 Port PoE IP Base,Switch,Modular,"C3KX-ACC-KIT, C3KX-RACK-KIT",C3KX-PWR-715WAC,C3KX-PWR-440WDC,C3KX-FAN-23CFM,,,,,,,,C3KX-NM-BLANK,,,RJ45,17.5 x 18 x 1.75,16.5,662,AC OR DC option,
WS-C3750X-48T-E,Catalyst 3750X 48 Port Data IP,Switch,Modular,"C3KX-ACC-KIT, C3KX-RACK-KIT",C3KX-PWR-350WAC,C3KX-PWR-440WDC,C3KX-FAN-23CFM,,,,,,,,C3KX-NM-BLANK,,,RJ45,17.5 x 18 x 1.75,16.3,663,AC OR DC option,
WS-C3750X-48T-L,Catalyst 3750X 48 Port Data LAN,Switch,Modular,"C3KX-ACC-KIT, C3KX-RACK-KIT",C3KX-PWR-350WAC,C3KX-PWR-440WDC,C3KX-FAN-23CFM,,,,,,,,C3KX-NM-BLANK,,,RJ45,17.5 x 18 x 1.75,16.3,664,AC OR DC option,
WS-C3850-12S-E,CISCO CATALYST 3850,Switch,Modular,RCKMNT-1RU-2KX,PWR-C1-350WAC,,C3850-FAN-T1,,,,,,,,PWR-C1-BLANK=,C3850-NM-BLANK,,RJ45,17.5 x 17.7 x 1.75,15.48,665,,
WS-C3850-12S-E-WS,Catalyst 3850 12 Port GE SFP IP Services,,,,,,,,,,,,,,PWR-C1-BLANK=,,,,,,666,,
WS-C3850-12S-S,CISCO CATALYST 3850 12 PORT GE,Switch,Modular,RCKMNT-1RU-2KX,PWR-C1-350WAC,,C3850-FAN-T1,,,,,,,,PWR-C1-BLANK=,C3850-NM-BLANK,,RJ45,17.5 x 17.7 x 1.75,15.48,667,,
WS-C3850-12X48U-E-WS,CISCO CATALYST 3850 48 PORT,Switch,Modular,RCKMNT-1RU-2KX,PWR-C1-1100WAC=,PWR-C1-440WDC,C3850-FAN-T1,,,,,,,,PWR-C1-BLANK=,C3850-NM-BLANK,,RJ45,17.5 x 19.2 x 1.75,17.6,668,AC OR DC option,
WS-C3850-12X48U-L,CISCO CATALYST 3850 48 PORT (12,Switch,Modular,RCKMNT-1RU-2KX,PWR-C1-1100WAC=,PWR-C1-440WDC,C3850-FAN-T1,,,,,,,,PWR-C1-BLANK=,C3850-NM-BLANK,,RJ45,17.5 x 19.2 x 1.75,17.6,669,AC OR DC option,
WS-C3850-12X48U-S,CATALYST C3850-12X48U-S SWITCH,Switch,Modular,RCKMNT-1RU-2KX,PWR-C1-1100WAC=,PWR-C1-440WDC,C3850-FAN-T1,,,,,,,,PWR-C1-BLANK=,C3850-NM-BLANK,,RJ45,17.5 x 19.2 x 1.75,17.6,670,AC OR DC option,
WS-C385012X48U-S-WS,Catalyst 3850 48Port (12mGig+36Gig) UPoE IP Base,,,,,,,,,,,,,,,,,,,,671,,
WS-C3850-12XS-E-WS,Catalyst 3850 12 Port 10G Fiber Switch IP Services,Switch,Modular,RCKMNT-1RU-2KX,PWR-C1-350WAC,PWR-C1-440WDC,C3850-FAN-T1,,,,,,,,PWR-C1-BLANK=,C3850-NM-BLANK,,RJ45,17.5 x 17.7 x 1.75,12.9,672,AC OR DC option,
WS-C3850-12XS-S-WS,Catalyst 3850 12 Port 10G Fiber Switch IP Base,Switch,Modular,RCKMNT-1RU-2KX,PWR-C1-350WAC,PWR-C1-440WDC,C3850-FAN-T1,,,,,,,,PWR-C1-BLANK=,C3850-NM-BLANK,,RJ45,17.5 x 17.7 x 1.75,12.9,673,AC OR DC option,
WS-C3850-24P-E,CISCO CATALYST 3850 24 Port PoE IP Services,Switch,Modular,RCKMNT-1RU-2KX,PWR-C1-715WAC,PWR-C1-440WDC,C3850-FAN-T1,,,,,,,,PWR-C1-BLANK=,C3850-NM-BLANK,,RJ45,17.5 x 17.7 x 1.75,16.3,674,AC OR DC option,
WS-C3850-24P-L,CISCO CATALYST,Switch,Modular,RCKMNT-1RU-2KX,PWR-C1-715WAC,PWR-C1-440WDC,C3850-FAN-T1,,,,,,,,PWR-C1-BLANK=,C3850-NM-BLANK,,RJ45,17.5 x 17.7 x 1.75,16.3,675,AC OR DC option,
WS-C3850-24P-S,CATALYST 3850 24 PORT POE IP,Switch,Modular,RCKMNT-1RU-2KX,PWR-C1-715WAC,PWR-C1-440WDC,C3850-FAN-T1,,,,,,,,PWR-C1-BLANK=,C3850-NM-BLANK,,RJ45,17.5 x 17.7 x 1.75,16.3,676,AC OR DC option,
WS-C3850-24P-S-WS,Catalyst 3850 24 Port PoE IP Base,,,,,,C3850-FAN-T1,,,,,,,,,,,,,,677,,
WS-C3850-24S-E,CISCO CATALYST 3850 24 PORT GE SFP,Switch,Modular,RCKMNT-1RU-2KX,PWR-C1-350WAC,PWR-C1-440WDC,C3850-FAN-T1,,,,,,,,PWR-C1-BLANK=,C3850-NM-BLANK,,RJ45,17.5 x 17.7 x 1.75,15.5,678,AC OR DC option,
WS-C3850-24S-S,WS-C3850-24S-S CISCO 24PT,Switch,Modular,RCKMNT-1RU-2KX,PWR-C1-350WAC,PWR-C1-440WDC,C3850-FAN-T1,,,,,,,,PWR-C1-BLANK=,C3850-NM-BLANK,,RJ45,17.5 x 17.7 x 1.75,15.5,679,AC OR DC option,
WS-C3850-24T-E,24 PORTS - MANAGEABLE - 24 X RJ-45N,Switch,Modular,RCKMNT-1RU-2KX,PWR-C1-350WAC,PWR-C1-440WDC,C3850-FAN-T1,,,,,,,,PWR-C1-BLANK=,C3850-NM-BLANK,,RJ45,17.5 x 17.7 x 1.75,15.9,680,AC OR DC option,
WS-C3850-24T-E-WS,Cisco Catalyst 3850 24 Port Data IP Services  Cisco Refres,,,,,,C3850-FAN-T1,,,,,,,,,,,,,,681,,
WS-C3850-24T-L,CATALYST 3850 24 PORT DATA LAN,Switch,Modular,RCKMNT-1RU-2KX,PWR-C1-350WAC,PWR-C1-440WDC,C3850-FAN-T1,,,,,,,,PWR-C1-BLANK=,C3850-NM-BLANK,,RJ45,17.5 x 17.7 x 1.75,15.9,682,AC OR DC option,
WS-C3850-24XS-E-WS,Catalyst 3850 24 Port 10G Fiber Switch IP Services,,,,,,C3850-FAN-T1,,,,,,,,,,,,,,683,,
WS-C3850-24XS-S,CISCO CATALYST 3850 24 PORT,Switch,Modular,RCKMNT-1RU-2KX,PWR-C1-715WAC,PWR-C1-440WDC,C3850-FAN-T1,,,,,,,,PWR-C1-BLANK=,C3850-NM-BLANK,,RJ45,17.5 x 17.7 x 1.75,13.5,684,AC OR DC option,
WS-C3850-24XS-S-WS,Catalyst 3850 24Port 10G Fiber Switch IP Base,,,,,,C3850-FAN-T1,,,,,,,,,,,,,,685,,
WS-C3850-24XU-E,Cisco Catalyst 3850 24 mGig Port UPoE IP Services,Switch,Modular,RCKMNT-1RU-2KX,PWR-C1-1100WAC=,PWR-C1-440WDC,C3850-FAN-T1,,,,,,,,PWR-C1-BLANK=,C3850-NM-BLANK,,RJ45,17.5 x 19.2 x 1.75,17.6,686,AC OR DC option,
WS-C3850-24XU-L,CISCO CATALYST WS-C3850-24XU,Switch,Modular,RCKMNT-1RU-2KX,PWR-C1-1100WAC=,PWR-C1-440WDC,C3850-FAN-T1,,,,,,,,PWR-C1-BLANK=,C3850-NM-BLANK,,RJ45,17.5 x 19.2 x 1.75,17.6,687,AC OR DC option,
WS-C3850-24XU-S,Cisco Catalyst 3850 24 mGig Port UPoE IP Base,Switch,Modular,RCKMNT-1RU-2KX,PWR-C1-1100WAC=,PWR-C1-440WDC,C3850-FAN-T1,,,,,,,,PWR-C1-BLANK=,C3850-NM-BLANK,,RJ45,17.5 x 19.2 x 1.75,17.6,688,AC OR DC option,
WS-C3850-48F-E,STACKABLE 48 10/100/1000 ETHERNET,Switch,Modular,RCKMNT-1RU-2KX,PWR-C1-1100WAC=,PWR-C1-440WDC,C3850-FAN-T1,,,,,,,,PWR-C1-BLANK=,C3850-NM-BLANK,,RJ45,17.5 x 19.2 x 1.75,17.6,689,AC OR DC option,
WS-C3850-48F-E-WS,Catalyst 3850 48 Port Full PoE IP Services,,,,,,C3850-FAN-T1,,,,,,,,PWR-C1-BLANK=,,,,,,690,,
WS-C3850-48F-L-WS,Catalyst 3850 48 Port Full PoE LAN Base,Switch,Modular,RCKMNT-1RU-2KX,PWR-C1-1100WAC=,PWR-C1-440WDC,C3850-FAN-T1,,,,,,,,PWR-C1-BLANK=,C3850-NM-BLANK,,RJ45,17.5 x 19.2 x 1.75,17.6,691,AC OR DC option,
WS-C3850-48F-S,CISCO CATALYST 3850 48 PORT FUL PE,Switch,Modular,RCKMNT-1RU-2KX,PWR-C1-1100WAC=,PWR-C1-440WDC,C3850-FAN-T1,,,,,,,,PWR-C1-BLANK=,C3850-NM-BLANK,,RJ45,17.5 x 19.2 x 1.75,17.6,692,AC OR DC option,
WS-C3850-48F-S-WS,Catalyst 3850 48 Port Full PoE IP Base,,,,,,C3850-FAN-T1,,,,,,,,,,,,,,693,,
WS-C3850-48P-L-WS,Catalyst 3850 48 Port PoE LAN Base,Switch,Modular,RCKMNT-1RU-2KX,PWR-C1-715WAC=,PWR-C1-440WDC,C3850-FAN-T1,,,,,,,,PWR-C1-BLANK=,C3850-NM-BLANK,,RJ45,17.5 x 17.7 x 1.75,17.4,694,AC OR DC option,
WS-C3850-48T-L,CATALYST 3850 48 PORT DATA LAN,Switch,Modular,RCKMNT-1RU-2KX,PWR-C1-350WAC,PWR-C1-440WDC,C3850-FAN-T1,,,,,,,,PWR-C1-BLANK=,C3850-NM-BLANK,,RJ45,17.5 x 17.7 x 1.75,17,695,AC OR DC option,
WS-C3850-48T-S-WS,Catalyst 3850 48 Port Data IP Base,Switch,Modular,RCKMNT-1RU-2KX,PWR-C1-350WAC,PWR-C1-440WDC,C3850-FAN-T1,,,,,,,,PWR-C1-BLANK=,C3850-NM-BLANK,,RJ45,17.5 x 17.7 x 1.75,17,696,AC OR DC option,
WS-C3850-48U-E-WS,Catalyst 3850 48 Port UPOE IP Services,Switch,Modular,RCKMNT-1RU-2KX,PWR-C1-1100WAC=,PWR-C1-440WDC,C3850-FAN-T1,,,,,,,,PWR-C1-BLANK=,C3850-NM-BLANK,,RJ45,17.5 x 17.7 x 1.75,17.6,697,AC OR DC option,
WS-C3850-48U-L,"WS-C3850-48U-L CISCO 48PT UPOE GE,",Switch,Modular,RCKMNT-1RU-2KX,PWR-C1-1100WAC=,PWR-C1-440WDC,C3850-FAN-T1,,,,,,,,PWR-C1-BLANK=,C3850-NM-BLANK,,RJ45,17.5 x 17.7 x 1.75,17.6,698,AC OR DC option,
WS-C3850-48XS-S,Cisco Catalyst 3850 48 Port 10G Fiber Switch IP Base,Switch,Modular,RCKMNT-1RU-2KX,PWR-C3-750WAC-R,PWR-C3-750WDC-R,FAN-T3-R,,,,,,,,PWR-C1-BLANK=,,,RJ45,17.5 x 20.1 x 1.75,16.42,699,AC OR DC option,
WS-C3850-48XS-S-WS,Catalyst 3850 48 Port 10G Fiber SW IP Base,,,,,,,,,,,,,,,,,,,,700,,
WS-C4500X-16SFP+,Catalyst 4500-X 16 Port 10G IP,Switch,Modular,C4948E-ACC-KIT,C4KX-PWR-750AC-R,C4KX-PWR-750DC-R,C4KX-FAN-R,,,,,,,,,C4KX-NM-BLANK,,RJ-45,17.25 x 21 x 1.75,19-23,701,AC OR DC option,
WS-C4500X-16SFP+-WS,"Catalyst 4500-X 16 Pt 10G IP Base, F-to-B, No P/S",,,,,,,,,,,,,,,,,,,,702,,
WS-C4500X-40X-ES,Catalyst 4500-X 40 Port 10G Ent.,Switch,Modular,C4948E-ACC-KIT,C4KX-PWR-750AC-R,C4KX-PWR-750DC-R,C4KX-FAN-R,,C4KX-NM-8SFP+,,,,,,,C4KX-NM-BLANK,,RJ-45,17.25 x 21 x 1.75,19-23,703,AC OR DC option,
WS-C4500X-F-32SFP+,Catalyst 4500-X 32 Port 10G IP,Switch,Modular,C4948E-ACC-KIT,C4KX-PWR-750AC-F,C4KX-PWR-750DC-F,C4KX-FAN-F,,,,,,,,,C4KX-NM-BLANK,,RJ-45,17.25 x 21 x 1.75,19-23,704,AC OR DC option,
WS-C4500X-F-32SFP+-WS,"Catalyst 4500X 32-Port 10G IPBase, Back to Front, No P/S",,,,,,,,,,,,,,,,,,,,705,,
WS-C4507R+E,Catalyst4500E 7 slot chassis for,chassis,Modular,WS-X4587,"PWR-C45-1000AC, PWR-C45-1400AC, PWR-C45-1300ACV, PWR-C45-2800ACV, PWR-C45-4200ACV, PWR-C45-6000ACV, PWR-C45-9000ACV, ","PWR-C45-1400DC-P, PWR-C45-1400DC",WS-X4597+E,,,,,,,,,,,RJ-45,17.31 x 12.50 x 19.19,44.5lb,706,AC OR DC option,
WS-C4900M-BLANK-CVR,CISCO WS-C4900M-BLANK-CVR COVER FOR NME SLOTS,Accessory,,,,,,,,,,,,,,,,,,,707,,
WS-C4948-10GE-S,"Catalyst 4948, IPB s/w,",Switch,Modular,C4948-ACC-KIT=,PWR-C49-300AC,PWR-C49-300DC,WS-X4991=,,,,,,,,,,,RJ-45,1.71x16.1x17.2,16.5 lb,708,,
WS-C4948E-E,"Catalyst 4948E, ES, 48-Port",Switch,Modular,C4948E-ACC-KIT,PWR-C49E-300AC-R,PWR-C49-300DC, WS-X4993,,,,,,,,,,,RJ-45,,,709,,
WS-C4948E-F,"Cat 4948E-F,opt sw,48x 10/100/1000+",Switch,Modular,C4948E-ACC-KIT,PWR-C49E-300AC-F,, WS-X4993-F,,,,,,,,,,,RJ-45,1.75 x 17.5 x 19.4 ,19 lb,710,,
WS-C6506-E,Catalyst 6500 Enhanced 6-slot,chassis,Modular,WS-C6597 ,"WS-CAC-3000W, WS-CAC-6000W, WS-CAC-8700W-E, WS-CAC-4000W-US","WS-CDC-2500W, PWR-4000-DC, PWR-6000-DC",WS-C6506-E-FAN,,,,,,,,,,,RJ-45,17.5 x 18 x 19.2,50-159,711,AC OR DC option,
WS-C6509,"Cat 6509 Chassis, 9slot, 15RU, No",chassis,Modular,WS-C6X09-RACK-1,"WS-CAC-3000W, WS-CAC-6000W, WS-CAC-8700W-E, WS-CAC-4000W-US","WS-CDC-2500W, PWR-4000-DC, PWR-6000-DC","WS-C6K-9SLOT-FAN, WS-C6K-9SLOT-FAN2",,,,,,,,,,,RJ-45,17.75x19.25x 25.2,55-184,712,AC OR DC option,
WS-CAC-8700W-E,Catalyst 6500 8700W Enhanced AC,Module,,,,,,,,,,,,,,,,,,,713,,
WS-CDC-2500W,Catalyst 6000 2500W DC Power Supply,Module,,,,,,,,,,,,,,,,,,,714,,
WS-F6700-CFC,CATALYST 6500 CENTRAL FWD CARD,card,,,,,,,,,,,,,,,,,,,715,,
WS-F6700-DFC3B,"Catalyst 6500 Dist Fwd Card, 256K",card,,,,,,,,,,,,,,,,,,,716,,
WS-F6700-DFC3BXL,"Catalyst 6500 Dist Fwd Card- 3BXL,",card,,,,,,,,,,,,,,,,,,,717,,
WS-F6700-DFC3CXL,"Catalyst 6500 Dist Fwd Card- 3CXL,",card,,,,,,,,,,,,,,,,,,,718,,
WS-F6K-48-AF,C6k 802.3af PoE. ePoE daughtercard,card,,,,,,,,,,,,,,,,,,,719,,
WS-F6K-DFC4-A,Catalyst 6500 Dist Fwd Card DFC4,card,,,,,,,,,,,,,,,,,,,720,,
WS-G5484,SEQ30407 - 1000BASE-SX  Short Wavelength  GBIC,Optic,,,,,,,,,,,,,,,,,,,721,,
WS-G5486,1000BASE-LX/LH  long haul  GBIC,Optic,,,,,,,,,,,,,,,,,,,722,,
WS-SUP720,Catalyst 6500/Cisco 7600 Supervisor,Line card,,,,,,,,,,,,,,,,,,,723,,
WS-SUP720-3B,Catalyst 6500/Cisco 7600 Supervisor,Line card,,,,,,,,,,,,,,,,,,,724,,
WS-SUP720-3BXL,Catalyst 6500/Cisco 7600 Supervisor,Line card,,,,,,,,,,,,,,,,,,,725,,
WS-SVC-WISM2-5-K9,Cisco Wireless Services Module WiSM-2 Catalyst 6500 HSS,card,,,,,,,,,,,,,,,,,,,726,,
WS-X4248-FE-SFP,Catalyst 4500 48-Port 100BASE-X,card,,,,,,,,,,,,,,,,,,,727,,
WS-X4448-GB-SFP,Catalyst 4500 48-Port 1000Base-X,card,,,,,,,,,,,,,,,,,,,728,,
WS-X4516-10GE,"Catalyst 4500 Supervisor V-10GE,",card,,,,,,,,,,,,,,,,,,,729,,
WS-X4548-GB-RJ45V,Catalyst 4500 PoE 802.3af,card,,,,,,,,,,,,,,,,,,,730,,
WS-X4582+E,4510R+E Spare Fan Tray,FAN,,,,,,,,,,,,,,,,,,,731,,
WS-X4597=,REMOVEABLE FAN TRAY CONTROLLER,FAN,,,,,,,,,,,,,,,,,,,732,,
WS-X45-SUP7-E,"Catalyst 4500 E-Series Supervisor,",Line card,,,,,,,,,,,,,,,,,,,733,,
WS-X45-SUP7L-E,Catalyst 4500 E-Series Supervisor,Line card,,,,,,,,,,,,,,,,,,,734,,
WS-X45-SUP8-E,CATALYST 4500 E-SERIES SUPERVISOR,Line card,,,,,,,,,,,,,,,,,,,735,,
WS-X4640-CSFP-E,Catalyst 4500 40 SFP/80 C-SFP ports,Line card,,,,,,,,,,,,,,,,,,,736,,
WS-X4648-RJ45V+E,Catalyst 4500 E-Series 48-Port PoE+,Line card,,,,,,,,,,,,,,,,,,,737,,
WS-X4648-RJ45V-E,Catalyst 4500 E-Series 48-Port PoE,Line card,,,,,,,,,,,,,,,,,,,738,,
WS-X4712-SFP+E,Catalyst 4500 E-Series 12-Port,Line card,,,,,,,,,,,,,,,,,,,739,,
WS-X4712-SFP-E,CATALYST 4500 E-SERIES 12-PORT GE,Line card,,,,,,,,,,,,,,,,,,,740,,
WS-X4724-SFP-E,CATALYST 4500 E-SERIES 24-PORT GE,Line card,,,,,,,,,,,,,,,,,,,741,,
WS-X4748-RJ45V+E,Catalyst 4500E 48-Port PoE 802.3at,Line card,,,,,,,,,,,,,,,,,,,742,,
WS-X4748-SFP-E,4500 LINE CARD WS-X4748-SFP-E,Line card,,,,,,,,,,,,,,,,,,,743,,
WS-X4748-UPOE+E,Catalyst 4500E 48-Port UPOE,Line card,,,,,,,,,,,,,,,,,,,744,,
WS-X4908-10G-RJ45,8 port 2:1 10GbaseT line card for,Line card,,,,,,,,,,,,,,,,,,,745,,
WS-X4993,CISCO CATALYST 4948E SPARE FAN TRAT,FAN,,,,,,,,,,,,,,,,,,,746,,
WS-X4993-F,"Cat 4948E-F spare fan tray front exhaust, Spare",FAN,,,,,,,,,,,,,,,,,,,747,,
WS-X6148A-GE-45AF,Catalyst 6500 48-Port PoE 802.3af,Line card,,,,,,,,,,,,,,,,,,,748,,
WS-X6148E-GE-45AT,Cat6500 48-Port PoE+ ready,Line card,,,,,,,,,,,,,,,,,,,749,,
WS-X6408A-GBIC,"Catalyst 6000 8-port GE, Enhanced",Line card,,,,,,,,,,,,,,,,,,,750,,
WS-X6516A-GBIC,"Catalyst 6500 16-port GigE Mod,",Line card,,,,,,,,,,,,,,,,,,,751,,
WS-X6516-GE-TX,Catalyst 6500 16-port 10/100/1000,Line card,,,,,,,,,,,,,,,,,,,752,,
WS-X6704-10GE,Cat6500 4-port 10 Gigabit Ethernet,Line card,,,,,,,,,,,,,,,,,,,753,,
WS-X6708-10G-3C,C6K 8 port 10 Gigabit Ethernet,Line card,,,,,,,,,,,,,,,,,,,754,,
WS-X6708-10G-3CXL,C6K 8 port 10 Gigabit Ethernet,Line card,,,,,,,,,,,,,,,,,,,755,,
WS-X6708-10GE,CISCO CATALYST 6500 SRS 8-PRT ENET,Line card,,,,,,,,,,,,,,,,,,,756,,
WS-X6716-10G-3CXL,Catalyst 6500 16 port 10 Gigabit,Line card,,,,,,,,,,,,,,,,,,,757,,
WS-X6724-SFP,Catalyst 6500 24-port GigE Mod:,Line card,,,,,,,,,,,,,,,,,,,758,,
WS-X6748-GE-TX,Cat6500 48-port 10/100/1000 GE Mod:,Line card,,,,,,,,,,,,,,,,,,,759,,
WS-X6748-SFP,Catalyst 6500 48-port GigE Mod:,Line card,,,,,,,,,,,,,,,,,,,760,,
WS-X6848-SFP-2T,Catalyst 6500 48-port GigE Mod:,Line card,,,,,,,,,,,,,,,,,,,761,,
WS-X6848-TX-2T,C6k 48-port 10/100/1000 GE Mod:,Line card,,,,,,,,,,,,,,,,,,,762,,
WS-X6904-40G-2T,Catalyst 6900 Series 4-port,Line card,,,,,,,,,,,,,,,,,,,763,,
WS-X6904-40G-2TXL,Catalyst 6900 Series 4-port,Line card,,,,,,,,,,,,,,,,,,,764,,
WS-X6908-10G-2T,C6K 8 port 10 Gigabit Ethernet,Line card,,,,,,,,,,,,,,,,,,,765,,
WS-X6K-SLOT-CVR-E,Catalyst 6500 Enhanced chassis line,Accessory,,,,,,,,,,,,,,,,,,,766,,
